,label,review
9295,0,"11：13订餐,送了一个半小时,不说什么了"
8340,0,宫保鸡丁一般般
8372,0,10点半下的11点半的单子，13点05才送到。。。
2354,1,菜挺多饭挺多就是牛肉丝质量一般
10682,0,送到都凉了，肥肉多多多
2891,1,第四天了！
9081,0,"冷了些,少了个鸡翅。。。"
9594,0,"不好吃,有些吃生的感觉"
5896,0,味道还凑合，就是送的太慢了，承诺40分钟送到，结果用了100分钟
9480,0,还行吧，我联系菜品多几种
5913,0,送餐的是个SB，吃的全都撒出来了，而且这人只送到电梯，一步都不多走，还得自己走一段去拿。饺子全凉的
1861,1,感觉口味偏甜
7640,0,肥牛一股羊肉味，真是肥，吃恶心了…面基本没味儿！
10355,0,和之前网友待遇一样：送餐慢；煎饼软塌不能吃；饮料外撒。
2949,1,看之前的评价都说特别慢，想尝试一下10点15就下单了，结果11点就送到了，惊喜啊～卷饼味道不错，很多肉，好评～同事都说下次也要订一个试试。希望一直这么给力
9791,0,大盘鸡又不是没吃过，叫的外卖差太多了吧，量少青菜少，太能糊弄了
3455,1,真的很好吃，送餐很准时
8954,0,、天气越来越凉了，希望饭菜别凉嗖嗖的
4036,0,真心服了，11点下单，预计12点28到，现在都1点半了，中午饭吃成下午饭了，
7266,0,完全都捂烂了！！！
6958,0,太垃圾了，根本没给送货，还显示14点14完成订单，还不知道什么时候才能退款，太气愤了，百度客服也敷衍了事
3064,1,少送了一份南瓜羹，不过后来很快补送了，超爱
1438,1,不错，就是送餐有些慢
5676,0,没有想像中好吃
7469,0,味道也就那么回事吧，米线给的量好大，一半都没吃完
2780,1,快、好、方便
8449,0,肥牛根本不是肥牛，干巴巴的
1420,1,好吃，就是味道有点偏淡。
4624,0,上次单收了鸡蛋钱，没给我鸡蛋！这次我要双面熟，给我一个单面蛋！
4856,0,慢，饭还可以
853,1,地址写错了，6楼，爬了两次给回来的，小哥人很好
7607,0,麻辣羊血不好吃
10633,0,少送一个米饭
6700,0,忍无可忍，在中国电子大厦送这么久
2926,1,送餐很及时，态度也很好
7979,0,真是服了，等了将近两个小时才到，送餐的人说什么要下雨了还催我下来拿态度特别差。。
292,1,好吃，好吃，送得送得很快
1531,1,骑士很好！非常负责任，所有的骑士都可以像这个骑士一样就太好了
6817,0,奶没那么多了。味道没有第一次喝那么有味道了
1366,1,"什么叫完美~,订了口口香~优谷你就知道，不是打广告,真的非常棒，味道，菜色，必须赞，足足足！,百度骑士非常给力。服务是想当热情，在楼下非常正式的军姿等待我们取餐，双手端饭送给我们，还祝我们用餐愉快，一双墨镜透着帅气~"
8831,0,不值，四块肉都是肥肉！根本没法吃！
7455,0,菜超级少！！
6957,0,菜量太少了，不够配米饭的
4323,0,来的时候全都漏了，全都出来了，我定了四份饭就拿两双筷子，无语了
4417,0,"肥肉太多！送餐太慢,不会订了"
3880,0,送餐实在太慢了，整2个小时，辣菜也不注明，失望
2570,1,送达好快，很偏的地址准确提前送到了。小龙虾特别入味，阿田大虾和在店里吃的一样。量都很足，配菜也多。
9994,0,打了n个电话，n个人跟说我在送了，然后两个小时后被告知，我的订单落了，压根还没做，我真的是*******~
188,1,赞，师傅很辛苦，很好
5934,0,腻的很，难吃
1920,1,鸡肉披萨不错，手指牛排特别赞！
8958,0,等了一个小时，也不好吃。
4391,0,点的套餐，送的单品....
1036,1,送货很快!老饭馆了，吃着放心，鸡丁好吃。
2356,1,"味道很正，很好吃！！不油腻，棒！！,服务也非常好！"
10514,0,首先这个面的量真的一般，再说我吃第一口这个，简直了，您是把油罐子掉我面里了么？然后这个煎饼跟您照的简直差别也太大了吧？而且我定的不是鸡丝凉面么？鸡丝呢？一根儿都没有，我是真服了。简直太让人失望最后这个送餐我7点50定的，您8点50送过来，饿得半死了好不容易送来了。刚吃第一口简直让人失望。并且大夏天往你嘴里糊满了油你觉得你舒服么？服了！
8074,0,太咸了，怎么可以这么咸，一边喝水一边吃煎饼……
8553,0,连个吸管都没有，而且送来的都凉了
3621,0,跟下单时承诺的不一样，竟然没有送饮料，不过味道还是不错的
5003,0,饭还不错，但是送餐真的是太太太慢了。。。无语了
6935,0,"面没熟,有点凉了,不是很好"
4717,0,时间长了，筷子也没给
8249,0,冷面里居然吃出一张潇湘阁的小票！！！！真是恶心死了！！！
6701,0,这次的双拼饭太差了，尤其是里面的肥牛，没有洋葱，量也好少
2781,1,味道不错！
589,1,包装好棒啊
4954,0,不值17元！我要的是肘子，里面加了一半鸡肉，不如大街上手抓饼加两块里脊，皮蛋瘦肉粥6元不如早起2.5元的实在
5578,0,"等了一个小时,算少的了"
4080,0,送货员板着大脸一句话都没有楞楞的，炒饭又黑又咸，粥也黑了吧唧的
7014,0,打包盒太次了居然还收费，漏了满袋子的油。饭量倒是挺多。
9202,0,"实在是太油了,吃了特别腻"
3698,0,慢啊，怕是慢订的人气最旺的套餐，结果还是四十多分钟到
6745,0,最差的一次购物。送餐时间长，还送错了。打了十多个电话，耗费一小时才回来去餐，太差劲了
4842,0,菜的餐盒已摔碎，菜和汤袋子里都是！是不是把我们吃的饭当球踢？！炒饭和粥一样！实在是不能上传照片！真想给你们拍下来看看！太气人了！
3355,1,真不错，还有活动，超值的
10372,0,不错！挺快的！菜没凉
5777,0,太难吃了，不知道怎么搞出来的销量
4925,0,真是慢！！！提前订也是这么慢
2644,1,还不错，就是稍微咸了点
3868,0,我要投诉。奶茶里有虫子
10174,0,本单实际送达时间为82分钟！~！！~~！！~那么问题来了……你们的客服，还直接挂电话……我就不理解了！！~！~
10188,0,今天送来的茄子就跟别人吃剩下打包的一样，少的可怜！鸡丁甜的跟吃蜂蜜一样！太差劲了简直！以前总在这家买！怎么变成这样了？！！！
3082,1,快递员速度快服务好，辛苦了！
5477,0,超级差劲，饭里边好多石头，怀疑是否有洗过啊，卫生肯定有问题，而且饭菜一点都不好吃，慎重选择。
2476,1,味道不错，就是量挺少的
2256,1,每次都直接送到办公室，而且速度很快～
6566,0,要是能再快一点就更好啦，榨菜肉丝面味道不错
9144,0,堂食与外卖的菜量难道不一样吗？菜量明显不够啊。
7560,0,"菜一般,给的还少.,新年来了第一餐不给力啊...."
1276,1,卷饼不油腻很健康
8442,0,份量少了一半吧
2077,1,非常感谢百度外卖的服务，大哥因为找不到地方饶了大半个圈。
4135,0,包装精致，送餐快速，味道一般
4643,0,这个饭几乎没有肉，竟然连土豆都很少，根本就是给人吃白米饭，还卖这么贵，根本不能忍。
10163,0,不知道为啥今天送餐速度奇慢无比……
8768,0,很难吃，而且汤洒了一袋子
6635,0,我要的是排骨饭，结果送的是鸡肉饭
504,1,"味道不错,就是花卷有点小,下回多要几个"
10124,0,挺好哒。米饭很足。很容易饱。
7437,0,"从订餐到送餐送3个多小时,一帮人饿的晕头转向,大酱汤洒得一干二净,送餐的师傅找不到楼单元门,还不带零钱,饭菜味道也一般,再也不会订了!!!"
2775,1,味道不错，送餐快
5981,0,拿到手的时候是凉的，感觉一点儿都不好吃。就是山东的煎饼，卷上煮熟的肉。
1621,1,不错啊，饼很实在，吃得饱~哈哈
1727,1,都好，就是量少了点，不够吃。
4053,0,菜还真心不错，米饭真心抠啊，老板逃荒过啊
9981,0,时间有点长，都这么晚了~还很忙啊~我都快饿死了
5158,0,没给可乐啊
2965,1,这次晚了一个小时……我也是醉了
3719,0,"很难吃,炒面质量很差,不推荐"
10016,0,"实在是太失望了,这个店刚开业的时候吃过一次,觉得特别好吃,今天送来后我都怀疑是不是点错店了,怎么反差这么大啊,外面的饼皮就和一团生面一样"
3314,1,晚上果然送的更快，要是能把我定的两个一起送来就更好了，支持支持！赞！
9920,0,饭凉了，咋吃啊？还是本来就是剩饭？
9108,0,猪蹄有点腻！没有那么香，不是很好！
2720,1,送餐很快，而且百度的减8元很给力
6573,0,卷饼还是比较好吃的
3515,1,虽然第一次少发了，联系了店家又马上补了一份，很好
4555,0,肉夹馍没送来，告诉我十分钟内送到，可是二十分钟了还没到
2213,1,"最喜欢麻辣烫了,好吃~~~~~"
3746,0,买的套餐没给饮料
10090,0,没有收到餐。。
8076,0,味道还好，就是量少
3216,1,强烈建议添加凉菜，肘子肉很多，京酱肉丝稍微有点水
2637,1,不如卷饼好吃
5035,0,真心贵了，不值这个价
8409,0,送餐师傅也不容易可以体谅，不过这咖啡撒的也是可以的，白色的星巴克纸杯几乎都撒成咖啡色了，其他师傅送也没有出现这么严重的撒漏，只能是希望师傅以后路上小心一些，毕竟买的就是质量
1598,1,喜欢哦，每天都在喝，就是昨天忘了给我半糖了
10266,0,"11:46下的单，首次送达就是13:34，而且酱香排骨豆花米线仅有菜没有米线。,再次送达米线时已经14:10。,等个饭等了2个多小时。"
5574,0,今天为何没有收到饭，怎么回事
4304,0,必须投诉！！订的早餐三个小时才送对了我要的才送去全！我早上9点订餐到现在快12点还没到！SB！这辈子再也不订你们家的餐！SB！大家都别在订他家色l
3326,1,卷饼的面粘牙，粥还不错
10441,0,"无语了啊,鱼香肉丝卷饼没有单点选项,无奈选了套餐,凑不到起送费又点了粥,于是注明了套餐送的饮品不要粥,现在好了,两个粥,真是浪费。。。还有外卖小哥的态度,啧啧。。。"
6695,0,价格太贵不实惠，送餐时间相当慢
10004,0,点了肘子拌饭和一份南瓜粥，送来时没有南瓜粥，打电话说给送过来，这都晚上了，还是没影，不给了就明说，不就6块钱吗
583,1,快递到家非常快，快递小哥服务也不错，今后会继续关注百度外卖
10030,0,"我说的不要辣，意思就是如果要加辣椒你就换成别的青菜，真是妈的辣死我了,，我有肠胃炎，不能吃辣，而且吃辣椒咳嗽。"
3595,1,样样都喜欢，快递人员速度超快，及时吃到了。
2813,1,送的早到了半个小时，味道很棒
8380,0,全都凉了！！！保温箱是摆设吗？
8624,0,少发一份青笋，外卖量比较少
10031,0,2分12元的菜一点点，9元的就就是易拉罐
741,1,还是可圈可点的
1226,1,好吃！很新鲜！送餐小哥也很好
2523,1,"送餐的速度超快,传统地道冒血旺味道正宗,吃的过瘾"
3740,0,送餐慢，等了96分钟，让在南门取餐，尽然送到北门，还把餐给了门卫，味道也不怎么样，不考虑在订餐
183,1,鸡肉有点老，味道不错
9699,0,牛肉太老了
7058,0,备注已说明，没有配带醋。
7505,0,味道一般，量有点少！
9401,0,"查不到订单的送餐,慢了大约一个小时,呵呵再呵呵"
8202,0,分量太小了
8191,0,香干太多腊肉品质较差，土豆丝火大了面面的无脆干！
438,1,汤面类还是不要点吧，送来味道大打折扣。其他都不错。
1909,1,煎饼口味偏淡，有点干，可以改进一下
7,1,服务很好！还送了吸吸冻！哈哈
2127,1,一定要及时吃啊
2964,1,"挺快的,好吃"
10337,0,速度太慢！配送员态度不好！车子没电！请把工作提前做好！送餐距离只有1公里！84分钟！太“神速”了！还有不能在预计的时间内送到就不要写上！
2051,1,挺快的。菜送来还是热的。
286,1,"味道还不错,有点点干"
760,1,还不错，也很快～
3960,0,直接少找我5毛啊，也不提前告诉我
1450,1,"骑士辛苦了,不是我吃的不知道"
6718,0,还可以，附赠了手套和纸巾
872,1,配送速度很快，买来作为早点还挺好。
6005,0,武昌鱼和疙瘩汤太咸了
2178,1,"好吃,下次换个别的面,感觉哪个都好吃"
2553,1,送货时间挺准的就是对路不太熟悉～还可以吧～
8203,0,非常不满！！！！搞笑吗？？？汤送过来的时候全都撒掉了，剩下一口不到。仔细看了下，盖子根本就没盖紧，跟快递员没关系，明显是商家打包的时候没盖好盖子，严重不满，气死了！！！！
7778,0,送了快两个小时，直接退掉，下次不会再点，打电话也没人接
5020,0,"真心拜服了上海本帮特色，寡淡无味，量少的可怜，怀疑是给婴幼儿定量。再不会定这家一品了。,不过快递服务要点赞，快速贴心。"
933,1,等了两个小时。
2041,1,同在五道口就是送得快，不过好像去年买的时候这个价钱可以买套餐了，虽然就差一碗粥
718,1,非常满意！量足味儿好！
8671,0,老板你家辣椒不要钱吗，全是辣椒，鸡肉被谁吃了，一份38的肉，有六块吗，肉少您整大点快也行啊，肉块小的，埋在花椒里面都找不到，您是让我吃花椒还是吃辣椒
8995,0,无论如何，麻婆豆腐不应该先炸过啊⋯⋯
9695,0,说微辣，结果辣死了！
5768,0,送的比较慢，味道不错，就是凉了！
7659,0,不好吃，等了快一个半小时，饭都不热了，难吃！明明走着送也就十分钟的路程，却这么久！
5540,0,味道很一般，不知道哪里怪怪的
1217,1,味道不错，送餐及时，态度很好
3297,1,很好，见过最负责配送！
10691,0,蜗牛的速度
7513,0,点鸭脖两份，就一个袋子，明显量不够，打商家电话也不接
4710,0,米饭有点馊了，红烧肉也不好吃，差评
2162,1,很好，比肯德基外卖还便宜。
4133,0,我只想说不给吸管你告诉我怎么喝？
10425,0,"太难吃了,是得罪卖盐的了么,买不着盐么,一点咸淡没有,醋任何调料没有,你不敢放,能不能拿外卖袋装点调料啊"
8254,0,饭不是现做的
8523,0,谢谢店家让我第一次认识到荞麦冷面也是可以做到这么难吃。不要说不会再点你家的冷面了，短期之内都不会碰冷面这玩意了。
3800,0,石锅拌饭果然不能吃外卖。。凉了没法吃
5750,0,"订的超大杯,送的大杯grande"
7936,0,卷饼味道有点淡，肘子瘦肉有点多，太有嚼劲
5059,0,就那么几步路远等了一个小时！！菜还咸的要命真是醉了，再也不想来了
7032,0,油里泡出来的，肉段硬的跟柴火似的。差评。
1777,1,非常好送的很快，，，还是热的。
992,1,"忘了备注不要皮蛋瘦肉粥,还是喜欢南瓜粥一些"
7597,0,粉很好吃，就是配送员找不到位置还一直埋怨，送来时已经坨了！
7670,0,菜给的不多
9311,0,看了菜单没有芹菜的，连续两次都有芹菜，坑死我了
2111,1,盐水鸭份量越来越少
8301,0,"疑似送错,没奶泡,没焦糖,还撒了,送了一个半小时,商家又没超时半价,张嘴就跟我瞎话,还系统已经自动半价,送的貌似是普通拿铁,估计我那杯不知道给谁去了,为别人多花四块,呵呵"
807,1,送餐很快。很方便。谢谢
1021,1,还是很好吃的，就是有时候菜品卖光了！
850,1,一看就是年轻人搞得，有青春的味道，不过你那尖椒不要都集中在底部
10439,0,下单时说43分钟，外卖人员告诉我2个多小时，最后米饭交了钱没给我带，电联咨询外卖人员详情，最后给我在小饭店买的米饭，也就白灼芥兰好吃，剩下的那个个菜垃圾死了，要不看外卖人员那么辛苦为难，我绝不会支付一分钱
8794,0,"送餐时间长了些，一个多小时啊！薄脆已经软了,，豆腐脑还可以，就是偏淡了，不过在家吃放点生抽刚刚好！"
6734,0,"必须要说下，我们7点40订的餐,9点20才到,这家店离我家不远,送货员确很晚才去取餐,晚去了就算了，还不看地图,送到别的地方去了,简直要气死了,超差评！"
9086,0,跟华茂那家完全不能比
968,1,锡纸包装很好，但是今天的卷饼里面有不锈钢丝。
1428,1,味道没的说，好吃！！！
7061,0,迟到了快半小时
5413,0,外卖员很辛苦，但是你们店里的汉堡真小。没法给你好评
1000,1,超快超靠谱，辛苦小哥了
5748,0,有史以来最糟糕的一次外卖，下午5点下单，晚上8点才送到！期间我还打了10多个电话！只接了3个，全部都是敷衍搪塞的说辞！好不容易餐到了还要我自己冒雨走一大段路去取！希望百度不要再和这样的无良商家合作！
8741,0,"1.送货奇慢，已经慢近了45min,2.我点的套餐，结果比单点就多一个可乐，但是多了8块钱，就是罐可乐8块钱，坑！！！,3.味道都凉了，真的不好吃！！！,总之烂！！！！！"
6118,0,"很一般,有点小失望,而且送过来是凉的"
3584,1,表示售后客服很不错，虽然送错口味让我多等了一个小时，但是味道真心很赞
8159,0,"焖面太难吃了……配送员先是送错时间,后来干脆把东西放在外面自己走了！"
4113,0,快递很不错。饭没啥味道！！太淡了！！
5359,0,不好吃...
1817,1,每种口味都喜欢
1043,1,味道很好，服务很快，值得拥有
419,1,都挺满意，送餐的师傅也很细心。
2526,1,很好吃，满减时买价格也合适~~
10533,0,宫爆鸡丁做的还没有小餐馆的好吃，菜单里面没有米饭，商家打来电话说米饭一盒5块，2块一碗，里面有两碗，餐盒单收费，我也是醉了……就这一次，再也不要吃他家饭了
5632,0,两个猪肉韭菜结果送来一份另一份变成猪肉白菜了！！妈个鸡吃饺子没有醋吃你妹啊！！！差评！！！
5439,0,不错～送餐很快～服务很好
916,1,送餐小哥辛苦了！谢谢啦！
654,1,"味道还行，送餐神速，就是有点贵,如果不减钱是不会吃的"
8358,0,"香菇鸡肉卷太咸了！！！,皮蛋瘦粥，呵呵，真的很迷你，且皮蛋是皮蛋，肉是肉，米是米。。。。"
9858,0,等了2个小时，送餐员找不到餐厅，菜等得都凉了。希望改进。
8705,0,已经二小时了还未送到饿坏了。
9941,0,"送餐时间将近1个小时了,打客服电话,老板免了3块送餐费.(快递小哥还不想给),里面的白菜真难吃哦.这个时候就别坐白菜了.过季了哦."
8622,0,不会再考虑了，很一般
10148,0,没有最慢，只有更慢。。。可乐也洒了，只有半杯。煎饼凉了确实一般。。。
7426,0,菜量一般，有点少
8235,0,拌的跟粑粑一样，拿过来时候我以为被吃过了呢，里面一共两块肉，太垃圾了，到这时候有点温度也行啊，凉的，一点没有汉拿山家那次的好吃，在也不特么来了。真想破口大骂，吃的东西整的恶心吧啦的
3016,1,还不错的啊
9246,0,点错了！菜没有按时送达，到现在还没有送到
2241,1,感觉有点辣，味道一般
503,1,真的优惠！！送的不慢！！
9336,0,饭送来是凉的，而且还送错了菜，商家说退的钱至今也未送来，我不乎这点钱，态度简直让人接受不了，再也不要吃了
856,1,快递小哥以后继续加速啊，加油
8088,0,app订餐都显示制作中了，电话说要收30块钱车费，百度外卖减8块的活动也不参与。不参与就别跟百度外卖合作啊
620,1,大过年的辛苦了
64,1,好吃，很赞
7419,0,"南瓜粥洒了一兜子,黏糊糊的,那场面像翔一样,瞬间没食欲了"
2452,1,味道不错，送到还是热的，快递大哥辛苦了
4264,0,没有赠加多宝
7709,0,今天慢了一些，其他都还好
2634,1,很好，很快就送来了，谢谢
2859,1,味道很棒！辛苦送餐员啦！
1160,1,又快又好吃！送餐小哥超棒！！肯定会再来
8241,0,牛逼，再晚来一会儿就能当晚饭了。
6681,0,味道还好，就是太慢了！！！
420,1,很不错，好吃，以后还会买
7008,0,点的抹茶拿铁送的普通拿铁！
8580,0,"送餐大哥很给力,下着雨送来的赞哦,不过菜味道一般,米饭少的可怜"
3142,1,蛮好蛮好！
8804,0,送餐速度很快，味道就不多评论了。这个时间还能有口热的吃就不错了
3141,1,非常好！！！
2931,1,这次点了一个中份和一个大份，大份是第一次点的中份大小，应该是第一次点的中份送成大份了。中份量不大，大份还行。
10097,0,送的比预计时间迟，也没提前打电话说一声，疯了一个多小时还是我自己打电话催单的，送到了被告知甜点没有，说下午给补送，结果到晚上七点了没信儿了，又打电话过去催，还好以后给补了，可能也是比较忙情有可原，但是服务确实有待提升，食材有问题或者品质不能保证你就别做别销售，让消费者承担你们的失误实在不合适
1159,1,"味道很浓郁，速度还行,就是有点油"
8434,0,配送速度超级慢慢！配送人员还埋怨地址不好找！关东煮不好吃也不划算
9750,0,菜量非常少，是给小孩准备的吗？？
7823,0,"你家这也叫米线？太特么难吃了，还给我清汤的，没辣椒没麻油的，真是再也不想定第二次了，难吃的一B,."
7495,0,因为一直没有点上肘子卷饼，今天特地10点就点餐了。基本按时间送到，包装服务都挺好。但是！这也不能抵住我的失望，我期待的大片肘子变成一个一个的瘦肉块和肥肉丁！这怎么会是肘子这就是炒肉丁加辣椒好么！说加辣酱没有吃出来辣酱味道，饼还甜甜的。
7633,0,一般般，凉菜，笋丝和木耳味道不好
6206,0,"11:35下单'14:20送到,想吃的自己掂量掂量时间！"
8127,0,"我的黑胡椒鸡排送餐员告诉我忘拿了被换成了,王老吉,心塞！！！,还有我感觉我的炸鸡块好像被吃了,有一块肉,一半被吃了的样子"
921,1,挺好得。买完了皮蛋瘦肉粥还给我打电话问问要不要南瓜粥。赞
1193,1,"没有想象中好吃,没味道,可能,鱼香好吃点"
5343,0,薯泥太湿了，口感很怪，味道不好，提拉米苏少了一角，被惊到了~望以后注意
8815,0,东西都是烂菜叶，难吃死了
4750,0,要了两份泡菜汤套餐只给送了一份，后来第二份给补送了，但是第一份泡菜汤里的小菜没给，送餐人员说店里不忙，我们点餐时间也很早应该是不忙，但是不忙为什么还总是出错呢
6092,0,原来，石锅拌饭的外卖就不能用石锅了对不？所以拌饭还是要堂食，不过速度蛮快。就是从没人在意我“不要餐具”的要求，不高兴！
7056,0,大周末居然1小时20分钟才送到，而且油特大，不好吃
10219,0,送餐非常非常慢，距离不算远，要1个半小时才送到，1个半小时午休都快过完了，店家态度也很恶劣，打电话说给查查，然后就没信了，送餐小弟的态度是中午就慢，尼玛一个半小时能用慢来形容吗！套餐也非常不值，就是单点的价加一起，而且送的未必是喜欢吃的，到了都凉了，希望其他人不要再上这个骗子餐厅的当了！！！！大中午的等这么久，吃着都凉了的饭，非常非常难吃，简直可以用恶心来形容的经历！
2433,1,"猪手好吃啊，包菜一般,没什么可说的"
6757,0,找不到地方就不用送了。
8944,0,外送员很赞，商家能不能仔细看订单啊！点的干拌面送来的是汤面，说了粉汤羊血要多加辣椒送来的一点儿辣没有！！
2712,1,送餐非常的快，价钱给力
7736,0,"店里送错了餐,给店里打电话,话还没有说完,对方就挂断了,特别没有礼貌,实在是差"
2671,1,一个小时送到的，很好吃，但是点了平菇怎么没给
10171,0,我已经不想骂人了，我只想打人！跟同事一起订的让11点半送到，结果同事的送到了，唯独没有我的！打电话问店里（很难才打通），他们说11点20就送出了，那为什么没有呢？打了好几个电话催，终于在12点30多送到了，这一餐吃得艰辛啊，还害我午休时间都没有了！再评价饭菜吧，米饭不错，是大米饭，软硬适度，但是菜一般，不值，加一起差不多也就值花的这些钱，加上百度给的13块就实在是不值了，不知道是百度被坑了还是我被坑了。三次订餐都很失望，我不会再在百度外卖订餐了，失望至极！
7194,0,东西都凉了，而且1个多小时太宽张了吧
4987,0,"有虫子,在外面,哎"
7168,0,"油太腻,米线太多,外带的一样没少"
8746,0,从说马上送餐，到收到餐，时间特别久，给的送餐电话打不通！
9283,0,多等了半个多小时才送到
10370,0,菜有点咸，干锅土豆片油炸的太脆，不好吃是硬的
7384,0,预计到达时间17分钟后联系的我，我已出去办事，没有吃到。
7543,0,样子不是很好但味道不错
1650,1,送到有点晚。虽然没有超过赔付时间，但超过了预计到达时间。不过雾霾锁京，还是要谢谢送餐师傅的辛苦付出
4128,0,速度太慢，两小时才送到
4091,0,送餐迟到20分钟不说，竟然还少一样菜！太不认真了！差评！
2696,1,很不错的卷饼
6126,0,本来怀着期待的心情想体验下，结果收到的咖啡洒了好多，备注着加奶和糖压根没有，哎！真心失望啊！
8405,0,送外卖的啥态度？打电话五分钟下楼拿他就走了，然后再打说让我再等十分钟
458,1,不错不错？，服务很好，点赞
10417,0,我这是第一次订餐，也是最后一次了，送餐用了一个半小时
178,1,要是饼再厚点就好了
8455,0,真垃圾，如果有负数就好了
8860,0,最差的一次点餐！七点钟点的餐，九点才送到。煎饼都塌了，红油抄手简直就是红油速冻水饺！再不点黄太吉了
510,1,一如既往的味道我喜欢的口味
8683,0,支付就是一坨屎
10671,0,50分钟才送到…粥洒了一半连句抱歉都没有，还推说因为不好找…不好找不会打电话问吗？订半亩园不是第一次了，以前的送餐骑士都很好，这次真心呵呵。
298,1,菜场好，挺好吃的
4226,0,从包装到味道总体还可以，就是小菜不怎么好吃，木耳还凑合，辣白菜根本不是那味儿！所以小菜再弄好点的话，还会多多支持！
6076,0,给三星是因为送餐很快，但是美式都已经洒了很多，杯子外面都是咖啡
3224,1,"很好,配送员也很好"
5005,0,量特别大，但味道太一般！
3783,0,送餐太尼玛慢了
9607,0,送餐晚了，迟到好过不到，只能评价一般吧。
2568,1,这次的麻辣教父一点也的不辣诶。。。不知道为啥。。。
5937,0,同宿舍三个人一起点结果分三趟才送过来，等了两小时才送到，从来没见过那么扯淡的！
5173,0,"10点多订的,送了2个小时"
6390,0,"卷饼还行,送餐速度太恶心,整得心情极差,订之前考虑一下"
4754,0,差一个鸡柳，也不知道联系谁
4342,0,下了单说一个小时之后送，过了一个小时送餐员打电话又说晚15分钟，而且态度不好！味道也一般，跟小螺号比差远了，再也不点了
2359,1,很喜欢的美食！
3375,1,"牛肉咬不动,其他味道很好喔"
3628,0,菜品质量好，味道好，就是百度的问题，总是用运力原因来解释，我也不懂这是什么原因，晚了三个小时呵呵厉害吧！反正订了就退不了，只能干等……
2643,1,不错，喜欢
6952,0,我要特别辣，然后一点辣椒都没给我放，让我这种无辣不欢的人怎么吃的下去？咸鸭蛋也不咸！
10580,0,"估计快过节了送餐人员想偷懒，取消了我8,9次订单，也不打电话发短信说明原因，哪天真得跟半亩园的管理层说说了，员工白拿工资不干活"
9979,0,饮料都洒了，把汉堡袋子都打湿了，外卖员还让我看有没有问题，薯条撒了一地，本来要申诉，要不是看在外卖员是一个年龄挺大的大叔，就算了。百度外卖对外卖员是不是该统一培训一下？
9793,0,点一份就不给送，每次都是。。
3727,0,11:01订单成功，商家11:04确认，预计11:41到达，快递12:27才给我打的电话，那这样预计有什么用呀。多耽误事情，大热天的送来饭都凉了。差评
574,1,挺辣的，吃着还可以吧
3692,0,什么也别说了！这家商店就他么是坑人的！东西别提多难吃了！我他么吃了一半就吃不下扔了！吃的想吐！你贵不怕，问题你好吃啊！草泥马得了！祝你家早日关张
6289,0,为什么每次都要迟到！！！！！！用丽华贵宾卡可不是这样的！！！
5605,0,"都冷掉了,皮都軟掉了,可能還是得去店裡吃"
3258,1,味道不错！店家态度也好！支持！！！
3252,1,快递小哥很帅，很可爱，饭也很好吃！
3547,1,今天太慢了
2678,1,快递员态度好，送餐快，总之都很好。
3981,0,汤都洒得差不多了，泡菜汤实在不咋滴，被当家的一顿骂
8275,0,汉堡太小了，大份薯条分量也特别小～
7732,0,太慢了，一个多小时我都上班了才送过来
10483,0,送餐员启动路痴模式，即便我打了电话说清楚了，可还是在小区里十几分钟摸不到，我也是醉了，只能自己下楼取餐
6624,0,还可以，就是送的山药卷没给，下次清点清楚再配送吧。
3753,0,很不愉快的一次点餐
6972,0,泡在油里的菜，肥肠根本没有掏，还落了一个菜没送，是见过最差的店
5450,0,兩個小時才到，肘子肉糙⋯
3663,0,请卖家看备注啊…已经第二次给我做岔了。多等一个小时会饿死人。
6790,0,拿来的花卷儿时一个月前的花卷儿吧，咬都咬不动
4324,0,一直挺喜欢他们家饭，但今天两个小时了还没有送来。不知道他们送错了还是怎么着，来了面都陀了，希望以后送餐速度能快点，因为面食很容易陀的。
7995,0,河粉量很大，配汤略咸
5944,0,太慢了，送了90分钟。
5208,0,宇宙无敌慢，等了一个小时20分钟。
4581,0,套餐里有橙汁都没给，干毛呢
7019,0,吃个凉拌土豆丝我还吃出个小虫子
8334,0,都说了不放辣，还放这么多，都没法吃，差评
10067,0,退了，呵呵
8729,0,中午12点下单，中午2点给打电话说抱歉了！马上就给您配送！我说那好吧，又过了一个小时、给打电话说正在制作中！我说我不要了！退餐吧！等不起了，在等我要饿死了！结果不给退款，愣等把晚饭送来了；还他妈的是凉的
651,1,口味还可以，肥牛入味还行
10757,0,两个小时后送来的，鱼早冷了，简直腥哭
2183,1,被骗了感觉，就一个卷饼，特别小，但还好送了可乐啥的，。
6354,0,"前一次的麻辣香锅不错,量足,味道也可以,这次的酸汤鱼简直了,吃了一筷子就不想吃了"
7409,0,这大牛逼鸭子做的~能再老点吗~面酱能在混事点么~鸭子没味面酱走味还开个什么啊~早日关门大吉吧~
4726,0,"十一点订的,等到快一点,以后再也不定了"
4432,0,送餐慢，汤里的粉条根本没给放
885,1,非常快。非常好。
79,1,非常好，快递小哥很辛苦，赞一个！
8387,0,等了将近2个小时，说电动车坏了，还待修车...汗
2147,1,包装袋好精致，卷饼的味道也很香，就是南瓜粥没味道，可能是不合我口味吧
10434,0,白粥不错，生煎不算正宗，韭菜盒子还可以，总体不错！
